down,JgBQAAABJ5EUERURFDUUERUQFRAVEBUQFTUUNRQRFTQUNhQ1FTQUNhYzExIVEBUQFRAVEBU1FRAUERQ1FTQVNRM2FTQVEBU1EwAFJgABKUgTAA0F
left,JgBQAAABJ5EVEBUQFTUUERUQFRAVEBUQFTQVNRUQFTQVNBU1FDUVNBU1FDUVNBUQFREUERQRFBEUERUQFRAVNBU1FDUVNBU1FAAFJQABKUgUAA0F
right,JgBQAAABJ5EVEBURFDUUERUQFRAVEBUQFTUTNhUQFTQVNRM2FTQVNRQRFDUUNRUQFRAVEBURFBEUNRUQFRAVNBU1FDUVNBU1FAAFJQABKUgUAA0F
ok,JgBQAAABKJEVEBUQFTUVEBUQFRAVEBUQFTUUNRUQFTQVNRQ1FTQVNBURFBEUNRUQFRAVEBU0FREUNRU0FRAUNhQ1FTQUERU1FAAFJQABKUgTAA0F
number_1,JgBQAAABJ5IUERUQFTQVEBUQFRAVERQRFDUVNBUQFTUUNRU0FTUUNRU0FRAVEBUQFTUVEBUQFRAWDxU0FTUUNRUQFTQVNRU0FQAFJQABKEgVAA0F
number_2,JgBQAAABJ5IVEBUQFTQVEBYQFBEUERQRFDUVNBURFDUVNBU0FTUUNRUQFTQVERQRFDUVEBUQFRAWNBQRFDUVNBUQFTUUNRU0FQAFJQABKUcVAA0F
number_3,JgBQAAABKJEVEBUQFTUUERUQFRAVEBYPFTQVNRUQFTQVNBU1FTQVNBY0FDUVEBUQFTUUERQRFBEVEBUQFTQVNRQRFDUVNBU1FAAFJQABKUgUAA0F
number_4,JgBQAAABJ5IUERUQFTQVEBUQFRAVERQRFDUVNBUQFTUUNRU0FTUVNBUQFRAVNBURFTQUERUQFRAVNBU1FBEUNRUQFTQVNRQ1FQAFJQABKEgVAA0F
number_5,JgBQAAABJ5IVEBUQFjQUERQRFRAVEBUQFTQVNRQRFDUVNBU1FDUVNBU1FRAUNRUQFTQVERQRFBEUERQ1FRAVNBUQFTUVNBU0FQAFJQABKUcVAA0F
number_6,JgBQAAABJ5EVERQRFDUVEBUQFRAVEBUQFTUUNRUSEzQVNRQ1FTQVNRQRFDUVNBUQFTUVEBUQFRAVNBUQFRAVNRUQFTQVNBU1FQAFJQABKEgUAA0F
number_7,JgBQAAABJ5IUERUQFTQVEBUQFRAVERQRFDUVNBUQFTUUNRU0FTUUNRU0FTQVNRUQFTQVEBUQFRAVERQRFBEUNRUQFTQVNRQ1FQAFJQABKEgVAA0F
number_8,JgBQAAABJ48YEBUQFTQVEBURFBEUERQRFDUVNBURFDUVNBY0FDUUNRUQFg8VEBU1FDUVEBUQFRAVNBU1FDUVEBUQFTUUNRU0FQAFJQABKUcVAA0F
number_9,JgBQAAABJ5EWEBUQFDUVEBUQFRAVEBUQFjQVNBUQFTQVNRU0FTQVNRQ1FRAVEBYzFTUVEBUQFRAVEBU0FTUUERUQFTQVNRQ1FAAFJQABKUgUAA0F
number_0,JgBQAAABJ5EWDxURFDUVEBUQFRAVEBUQFTUUNRUQFTQVNRQ1FTQVNBURFBEUERUQFTQVEBUQFREUNRQ1FTQVNRQRFTQVNBU1FQAFJQABKEgUAA0F
power_toggle,JgBQAAABJpMTEhQRFDUUERQSExITEhMSEzYUNRQRFDYTNhQ1FDYTNhQRFBEUERQ2ExITEhMSFBEUNRQ2EzYUERU0FDYTNhQ1FAAFJgABJ0kUAA0F
input_tv,JgBQAAABJpMUERMTEjYUERQRFBEUEhQREzYUNRQRFDYTNhQ1FDYTNhQRFDUUNhMSEzYUERQ1FDYTNhQRFBEUNhMSEzYUERQRFAAFJgABKEgUAA0F
netflix,JgBQAAABJZMTEhMTEjcTEhQRFBETEhMSEzcSNxQRFDUTNhU1EzYTNxITEjcUNRMSEzcSExI3ExITNhMTExIUNRQREzYVEBU1EgAFKAABJkoUAA0F
prime_video,JgBQAAABJ5IUERMSEzYVEBURFBESExMSEzYTNhMTFDUUNRM2FTUUNRQRExIVNRM2EzYTEhM3EhMSNxM2FRATEhMTEjcUERM2FQAFJQABJ0kTAA0F
